#,offset_hex,ctrl,size,original_en,traducao_pt,skip
1091,0x0810AA,03,45,"A right good `un
but he hasn't got
sea legs.","É um bom sujeito
mas não tem
equilíbrio.",0
1092,0x0810D8,03,52,"A fellow pirate,
ey? I might have
somethin' for ya.","Um pirata colega,
ei? Pode ser que
tenhamos algo.",0
1093,0x08110D,03,28,"...quit yer
dallyin' lad!
 ","...chega de
enrolar!
 ",0
1094,0x08112A,03,48,"I've done my part
in all this. Good
luck ta ya.","Fiz minha parte
em tudo isso.
Boa sorte!",0
1095,0x08115B,03,36,"Never more of a
lump have I seen.
 ","Nunca vi tal
omisso antes.
 ",0
1096,0x081180,03,45,"Ah, a lassie so
fair! Makes me
heart quiver.","Ah, uma moça tão
bela! Meu coração
fremiu.",0
1097,0x0811AE,03,33,"Don't believe I
know the man. 
 ","Não acho que
conheço o homem.
 ",0
1098,0x0811D0,03,44,"Don't care ta meet
`im at this age
neither.","Não quero
conhecê-lo nessa
idade também.",0
1099,0x0811FD,03,32,"His blood runs
hot, that one!
 ","O sangue dele
ferve, esse!
 ",0
1100,0x08121E,03,44,"Ah, I had a
message for me old
shipmates...","Ah, eu tinha
um recado pros
velhos compas...",0
1101,0x08124B,03,47,"It'll be a quiet
time... Or a grand
adventure!","Será tranquilo...
Ou uma grande
aventura!",0
1102,0x08127B,03,43,"GIRT, I have to
say... You have
been doing","GIRT, tenho que
dizer... Você tem
feito",0
1103,0x0812A7,03,48,"EXCELLENT work
helping out KALT
with our secret","EXCELENTE
trabalho ajudando
KALT em segredo",0
1104,0x0812D8,03,44,"operations. I
have an even
MORE interesting","operações. Eu
tenho uma ainda
MAIS atraente",0
1105,0x081305,03,42,"job for you
though... IF you
will accept.","missão pra você
porém... SE você
aceitar.",0
1106,0x081330,03,44,"I hoped you'd
accept! Head on
up to MSS HQ.","Esperava que
aceitasse! Vá
ao QG do MSS.",0
1107,0x08135D,03,35,"He'll be glad to
have your help.
 ","Ele ficará feliz
com sua ajuda.
 ",0
1108,0x081381,03,43,"I'm sure you
understand but
the MSS has to","Tenho certeza que
entende, mas
o MSS deve",0
1109,0x0813AD,03,43,"cut ties with
you at this
point-Good luck!","cortar laços
com você agora-
Boa sorte!",0
1110,0x0813D9,03,49,"Nice work, GIRT!
I'll take `em over
to the jail.","Bom trabalho GIRT!
Vou levá-los
para a cadeia.",0
1111,0x08140B,03,44,"So... this
little guy says
he's a smuggler!","Então... esse
cara diz ser
contrabandista!",0
1112,0x081438,03,39,"Not exactly what
we wanna hear,
is it?","Não é exatamente
o que queremos
ouvir.",0
1113,0x081460,03,42,"You see... that
makes you my
competition.","Veja... isso
te torna minha
concorrência.",0
1114,0x08148B,03,43,"...but don't
worry. You won't
be for long.","...mas não se
preocupe. Não vai
durar.",0
1115,0x0814B7,02,25,"OK, so there's
our mark.","OK, esse é
nosso alvo.",0
1116,0x0814D1,03,30,"There's an
election going
on.","Tem uma
eleição
acontecendo.",0
1117,0x0814F0,03,40,"You'll pretend
to be the new
candidate.","Você vai fingir
ser o novo
candidato.",0
1118,0x081519,03,27,"  NOW LISTEN
  CAREFULLY!
","  OUCA BEM
  COM ATENCAO!
",0
1119,0x081535,03,42,"WAIT for our
mark to go into
the gallery.","ESPERE nosso
alvo entrar na
galeria.",0
1120,0x081560,03,37,"...Then COME
IN before his
security.","...Então ENTRE
antes do
guarda.",0
1121,0x081586,03,30,"DON'T TALK TO
HIM directly.
 ","NAO FALE COM
ELE direto.
 ",0
1122,0x0815A5,03,48,"GO STAND BY THE
PAINTING until
he talks to you.","FIQUE JUNTO A
PINTURA até
ele te falar.",0
1123,0x0815D6,03,31,"Say you're
running for
office.","Diga que é
candidato
a cargo.",0
1124,0x0815F6,03,40,"..and then ASK
TO BUY the BIG
painting.","...e PEÇA
PRA COMPRAR
a BIG pintura.",0
1125,0x08161F,03,15,"
Got it!?!? 
 ","
Tá bom!?!? 
 ",0
1126,0x08162F,03,38,"OK, I'll wait
inside. Don't
screw up!","OK, vou esperar
lá dentro. Não
errar!",0
1127,0x081656,03,50,"You the rookie?
Head on in and see
how it's done.","Você é o novato?
Entre e veja
como se faz.",0
1128,0x081689,02,21,"Stick to the
plan!!!","Mantenha
o plano!!!",0
1129,0x08169F,03,41,"WAIT, GIRT,
before you leave
the area...","ESPERE, GIRT,
antes de sair
da área...",0
1130,0x0816C9,03,34,"Someone has
reported a
suspicious","Reportaram
uma pessoa
suspeita",0
1131,0x0816EC,03,37,"character
wandering around
the area.","circulando
pela área
aqui.",0
1132,0x081712,03,46,"See if you can
find anything
suspicous before","Veja se pode
encontrar algo
suspeito antes",0
1133,0x081741,03,33,"you head back to
the precinct.
 ","de ir para
o distrito.
 ",0
1134,0x081763,03,34,"Please
investigate the
suspicious","Investigue
a pessoa
suspeita",0
1135,0x081786,03,41,"person before
returning to the
precinct.","antes de
voltar ao
distrito.",0
1136,0x0817B0,03,39," GIRT! Don't
 you have MSS
 training!?"," GIRT! Você não
 tem treino
 do MSS!?",0
1137,0x0817D8,03,43," NEVER return
 to the scene
 of the crime!"," NUNCA volte
 à cena
 do crime!",0
1138,0x081804,03,35,"GIRT!!! You
screwed up the
timing!","GIRT!!! Você
errou o
timing!",0
1139,0x081828,03,31,"Forget about
your art career.
","Esqueça
sua carreira
de arte.",0
1140,0x081848,03,45,"I don't want to
see you around
here anymore.","Não quero te
ver por aqui
nunca mais.",0
1141,0x081876,03,30,"...and give me
back my suit!
","...e me devolva
meu terno!
",0
1142,0x081895,02,28,"Hey GIRT! Come
on in! We're","Ei GIRT! Venha
entrar! Nós",0
1143,0x0818B2,02,24,"all having a
good time.","todos
nos divertindo.",0
1144,0x0818CB,03,44,"Who are... you?
What are you
doing in here?","Quem é... você?
O que você
faz aqui?",0
1145,0x0818F8,03,44,"The place seems
to be full of
drug addicts.","O lugar parece
cheio de
drogados.",0
1146,0x081925,03,44,"Now that your
shift is over,
you have to go","Como seu turno
acabou, você
precisa ir",0
1147,0x081952,03,44,"home and sleep
before you can
keep working.","para casa dormir
antes de
continuar.",0
1148,0x08197F,02,11,HEY! YOU! ,EI! VOCÊ! ,0
1149,0x08198B,03,44,"I got a report of
a suspicious
person here.","Recebi um relato
de pessoa
suspeita aqui.",0
1150,0x0819B8,03,42,"Squareish head?
Apparently he's...
GREEN?","Cabeça quadrada?
Aparentemente...
VERDE?",0
1151,0x0819E3,03,50,"You wouldn't know
anything about
that, would you?","Você não saberia
nada sobre
isso, saberia?",0
1152,0x081A16,03,44,"Hmm... I guess
that's true. I
never thought","Hmm... Acho que
já é verdade.
nunca pensei",0
1153,0x081A43,03,23,"about that
before...
 ","sobre isso
antes...
 ",0
1154,0x081A5B,03,53,"Where do you get
ideas like that!?
Do you do DRUGS!?","De onde vem essas
ideias assim!?
Você usa DROGAS!?",0
1155,0x081A91,03,48,"What kind of
nonsense is that?
We're not green!","Que tipo de
absurdo é esse?
Não somos verdes!",0
1156,0x081AC2,03,54,"I'm warning you...
if you refuse to
cooperate I might","Aviso a você...
se você recusar
a cooperar, posso",0
1157,0x081AF9,03,51,"have to search
you. That wouldn't
be something bad","ter que revistar.
Isso não seria
algo ruim",0
1158,0x081B2D,03,23,"for you, would it?
 
 ","para você, seria?
 
 ",0
1159,0x081B45,02,33,"TRIG, Come back
to the station! ","TRIG, volte
à delegacia! ",0
1160,0x081B67,02,27,"KALT needs to
talk to you.","KALT quer
falar com você.",0
1161,0x081B83,02,30,"You're lucky THIS
TIME, punk.","Teve sorte
essa VEZ, punk.",0
1162,0x081BA2,02,13,This house!?,Esta casa!?,0
1163,0x081BB0,03,42,"Hey! What are
you doing?! You
can't come ","Ei! O que você
está fazendo?!
Não pode ",0
1164,0x081BDB,03,34,"in here! Where's
your warrant!?
 ","entrar! Onde está
seu mandado!?
 ",0
1165,0x081BFE,03,35,"Ow! Owch!...
Please.... Stop!
 Ow!","Ai! Ai!...
Por favor... Para!
 Ai!",0
1166,0x081C22,03,37,"Get the hell out
of here,
traitor...","Sai daqui,
vá embora,
traidor...",0
1167,0x081C48,03,40,"GIRT! What the
hell were you
thinking!?","GIRT! Que diabos
você estava
pensando!?",0
1168,0x081C71,03,23,"You blew your
cover!
 ","Perdeu
a cobertura!
 ",0
1169,0x081C89,03,18,"YOU'RE FIRED!
 
 ","FOI DEMITIDO!
 
 ",0
1170,0x081C9C,03,33,"I'm glad we
sniffed out the
RAT.","Fico feliz que
farejamos o
RATO.",0
1171,0x081CBE,03,24,"I trusted her,
too...
 ","Confiei nela
também...
",0
1172,0x081CD7,03,33,"Well, I've got a
war to fight.
 ","Bom, tenho uma
guerra a travar.
",0
1173,0x081CF9,02,22,PEA asks you to leave,PEA pede que saia,0
1174,0x081D10,02,28,"I'm glad that's
over with. ","Fico feliz que
acabou. ",0
1175,0x081D2D,02,32,"I can't believe
they'd do that.","Não acredito que
fariam isso.",0
1176,0x081D4E,03,49,"GIRT... I don't
know about this
whole civil war.","GIRT... Não sei
sobre essa guerra
civil toda.",0
1177,0x081D80,03,42,"The fact that we
had a traitor
has got me","O fato de termos
um traidor
me deixou",0
1178,0x081DAB,03,45,"thinking... 
They will never
leave us alone.","pensativo... 
Eles nunca
vão nos deixar.",0
1179,0x081DD9,03,40,"I wanted to
build a parallel
society...","Queria criar
uma sociedade
à parte...",0
1180,0x081E02,03,34,"not violently
take this
one over.","não violentar
e tomar
esse lugar.",0
1181,0x081E25,03,45,"Power corrupts
people and when
it's all over","O poder corrompe
as pessoas e
quando acabar",0
1182,0x081E53,03,40,"I think THE 
MACHINE will
still just be","Acho que A 
MAQUINA será
ainda a mesma",0
1183,0x081E7C,03,35,"THE MACHINE
no matter who
runs it.","A MAQUINA
não importa
quem a gere.",0
1184,0x081EA0,03,27,"I have a plan to
ESCAPE.
 ","Tenho um plano de
FUGIR.
 ",0
1185,0x081EBC,03,20,"Will you join
me?
 ","Quer se
juntar?
 ",0
1186,0x081ED1,02,29,"I'm so happy
you'll join me!","Fico feliz que
se juntará!",0
1187,0x081EEF,02,28,"Meet me back
here tomorrow.","Me encontre
aqui amanhã.",0
1188,0x081F0C,02,26,"Then... 
Goodbye, GIRT...","Então... 
Adeus, GIRT...",0
1189,0x081F27,02,27,"I may never see
you again.","Talvez nunca mais
te veja.",0
1190,0x081F43,02,33,"...but I'm glad
to have met you.","...mas foi bom
te conhecer.",0
1191,0x081F65,03,23," I'm sorry,
 GIRT...
 "," Desculpe,
 GIRT...
 ",0
1192,0x081F7D,03,25," TRAK didn't
 survive.
 "," TRAK não
 sobreviveu.
 ",0
1193,0x081F97,03,41," I know it'll
 be hard for
 you since he"," Sei que será
 difícil pra
 você pois",0
1194,0x081FC1,03,42," sacrificed his
 life to save
 you but..."," sacrificou sua
 vida para
 salvar você...",0
1195,0x081FEC,03,41," I know he'd
 want us to
 keep fighting!"," Sei que ele
 queria que
 continuemos!",0
1196,0x082016,02,18,You have a flower,Você tem uma flor,0
1197,0x082029,02,22," Oh a FLOWER
 for me?"," Uma FLOR
 pra mim?",0
1198,0x082040,02,21," I'm sorry,
 GIRT..."," Desculpe,
 GIRT...",0
1199,0x082056,02,31," I like you...
 but I only see"," Gosto de ti..
 mas só te vejo",0
1200,0x082076,02,21," you as a
 friend..."," você como
 amigo...",0
1201,0x08208C,03,39,"Wow, is that
for me? 
   How romantic!","Uau, isso é
pra mim? 
  Que romântico!",0
1202,0x0820B4,03,46,"Another FLOWER?
If you keep this
up you might","Mais uma FLOR?
Se você continuar
pode ser que",0
1203,0x0820E3,03,22,"just win me
over...
 ","me ganhar
ainda...
 ",0
1204,0x0820FA,03,25,"OK GIRT, I admit
it...
 ","OK GIRT, admito
isto...
 ",0
1205,0x082114,03,25,"The feeling is
mutual!
 ","O sentimento é
mútuo!
 ",0
1206,0x08212E,03,33,"Can I call you
my boyfriend
now?","Pode ser meu
namorado
agora?",0
1207,0x082150,03,41," United in
 purpose and
 united in LOVE!"," Unidos em
 propósito e
 unidos no AMOR!",0
1208,0x08217A,03,36," We're really
 living the
 dream..."," Estamos
 realmente
 no sonho...",0
1209,0x08219F,03,46,"Then... Why did
you buy me all
those FLOWERS?","Então... Por que
me comprou
aquelas FLORES?",0
1210,0x0821CE,03,35,"Was this some
sort of cruel
prank?","Isso é uma
piada cruel,
não foi?",0
1211,0x0821F2,03,37,"I...think I
need a moment to
myself.","Eu...acho que
preciso
de um momento.",0
1212,0x082218,02,30," Wow, you really
 are fond of"," Uau, você
 gosta mesmo de",0
1213,0x082237,02,21," romantic
 gestures!"," gestos
 românticos!",0
1214,0x08224D,02,12, Thank you!, Obrigado!,0
1215,0x08225A,03,41,"Where are you
getting all
this money for","De onde vem
esse dinheiro
para comprar",0
1216,0x082284,03,50,"FLOWERS? You're
not working with
the MSS are you?","FLORES? Você
não trabalha com
o MSS, né?",0
1217,0x0822B7,02,25," That's so
 sweet, GIRT!"," Que simpático,
 GIRT!",0
1218,0x0822D1,02,13, I love you., Eu te amo.,0
1219,0x0822DF,02,23,Pea was not interested,PEA não se interessou,0
1220,0x0822F7,03,46,"Girt...I already
told you I'm not
interested!","Girt...Já disse
que não estou
interessada!",0
1221,0x082326,03,43,"How much money
are you wasting
on flowers?","Quanto dinheiro
você gasta
em flores?",0
1222,0x082352,03,41,"We're not
supposed to be
so consumerist.","Não devemos
ser tão
consumistas.",0
1223,0x08237C,02,24,After you turn PEA down,Ao recusar PEA,0
1224,0x082395,03,37,"You're... still
bringing me
flowers?","Você... ainda
me trazendo
flores?",0
1225,0x0823BB,03,25,"GIRT-please stop
this.
 ","GIRT-por favor
pare.
 ",0
1226,0x0823D5,03,39,"We're going to
get out of here,
GIRT! ","Vamos conseguir
sair daqui,
GIRT! ",0
1227,0x0823FD,03,44,"I can just feel
it! We just need
a few more","Sinto que vai
dar! Precisamos
de mais.",0
1228,0x08242A,03,43,"things before we
can go. I am
going to put","coisas antes de
irmos. Eu vou
juntar",0
1229,0x082456,03,35,"together all of
our food
supplies.","todo o nosso
estoque
de comida.",0
1230,0x08247A,03,46,"Can you do me a
favor and get
a CHAIN CUTTER?","Pode me fazer
um favor e pegar
um CORTADOR?",0
1231,0x0824A9,03,36,"You have the
CHAIN CUTTER?
Awesome!","Você tem o
CORTADOR?
Incrível!",0
1232,0x0824CE,03,41,"I couldn't get
much food. The
garden was","Não obtive
muita comida.
o jardim estava",0
1233,0x0824F8,03,44,"overgrown with
weeds. Someone
must not have","invadido de
ervas. Alguém
deve ter faltado",0
1234,0x082525,03,43,"done their part
to help us...
   Anyway...","com sua parte
pra ajudar...
   Enfim...",0
1235,0x082551,03,46,"The passageway
we need to get
into is on the ","A passagem que
precisamos entrar
está do ",0
1236,0x082580,03,40,"OTHER side of
this floor near
the back.","OUTRO lado
deste andar perto
do fundo.",0
1237,0x0825A9,03,39,"I'll mark your
map. Meet us all
there.","Vou marcar seu
mapa. Nos encontre
lá.",0
1238,0x0825D1,03,43,"overgrown with
weeds. It was
going so well","infestado de
ervas. Ia tão
bem",0
1239,0x0825FD,03,47,"but someone told
ART to WATER THE
WEEDS so the","mas alguém disse
pra ART REGAR
as ERVAS então",0
1240,0x08262D,03,37,"garden ended up
getting
overgrown...","jardim acabou
ficando
infestado...",0
1241,0x082653,03,37,"You have the
CHAIN CUTTERS?
Awesome!","Você tem os
CORTADORES?
Incrível!",0
1242,0x082679,03,32,"I have all of
the food we
need.","Tenho
toda a comida
necessária.",0
1243,0x08269A,03,45,"There's an old
fisherman on the
BOWELS dock.","Tem um velho
pescador no
cais das TRIPAS.",0
1244,0x0826C8,03,36,"He's sympathetic
to the
resistance.","Ele simpatiza
com a
resistência.",0
1245,0x0826ED,03,40,"Tell him you
like RED skies
at NIGHT...","Diga que gosta
de céu rubro
à NOITE...",0
1246,0x082716,03,36,"...and then tell
him you know me!
 ","...e então diga
que me conhece!
 ",0
1247,0x08273B,03,31,"...it's our
little passcode.
 ","...é nossa
senha secreta.
 ",0
1248,0x08275B,03,37,"Now that you
have the CHAIN
CUTTERS,","Agora que você
tem os
CORTADORES,",0
1249,0x082781,02,27,"You must be
GIRT! I'm PEA.","Você é o GIRT!
Sou PEA.",0
1250,0x08279D,02,25,"I've heard so
much about","Ouvi muito
sobre você",0
1251,0x0827B7,02,15,you from EVOL.,pela EVOL.,0
1252,0x0827C7,02,34,"Did she tell you
about the WEEDS?","Ela te falou
sobre as ERVAS?",0
1253,0x0827EA,02,30,"If we don't pull
the weeds...","Se não tirarmos
as ervas...",0
1254,0x082809,02,21,"Our garden will
die.","Nossa horta
morre.",0
1255,0x08281F,02,34,"We've all agreed
to pull 15 weeds","Concordamos
em tirar 15 ervas",0
1256,0x082842,02,32,"from the garden
by the time the","da horta antes
da eleição",0
1257,0x082863,02,23,"election rolls
around.",começar.,0
1258,0x08287B,02,29,"That should
allow us to grow","Aí podemos
cultivar",0
1259,0x082899,02,30,"enough to be
self-sufficient.","o bastante
pra autonomia.",0
1260,0x0828B8,02,51,Goes to partway through the ToHippie3 Conversation,,1
1261,0x0828EC,02,27,"The election is
coming up!","A eleição
está chegando!",0
1262,0x082908,02,20,"Sorry to nag
but...","Sem ser chato
mas..",0
1263,0x08291D,02,27,"Did you pick 15
weeds yet?","Tirou 15 ervas
ainda?",0
1264,0x082939,03,24,"Excellent work,
GIRT!
 ","Ótimo trabalho,
GIRT!
 ",0
1265,0x082952,03,37,"Since you
finished your
share of the","Já que
você terminou
sua parte",0
1266,0x082978,03,45,"work so quickly,
maybe you can
help out with","tão rápido,
quem sabe ajuda
com",0
1267,0x0829A6,03,20,"the election
too!
 ","a eleição
também!
 ",0
1268,0x0829BB,03,38,"We really need
the MAWA party
to win.","Precisamos que
o MAWA vença
muito.",0
1269,0x0829E2,03,45,"If they don't
win, I think the
VOLF party is","Se eles
perderem, o
partido VOLF vai",0
1270,0x082A10,03,36,"going to crack
down on our
commune.","vir com tudo
em cima da
comuna.",0
1271,0x082A35,03,44,"They can't stand
to see us live
independent","Não suportam
ver a gente
independente",0
1272,0x082A62,03,20,"of the machine.
 
 ","da máquina.
 
 ",0
1273,0x082A77,03,47,"Do you think you
could talk to a
MAWA campaign","Acha que pode
falar com um
agente do MAWA",0
1274,0x082AA7,03,45,"worker and do
whatever you can
to help them?","e fazer
o que puder
pra ajudar?",0
1275,0x082AD5,03,43,"Great! Thanks
for helping out!
I think the","Ótimo! Valeu
pela ajuda!
Acho que o",0
1276,0x082B01,03,39,"closest MAWA
campaign worker
is by the","agente MAWA
mais perto
está perto da",0
1277,0x082B29,03,35,"ESCALATOR going
to the B1 level.
 ","ESCADA ROLANTE
que vai ao B1.
 ",0
1278,0x082B4D,03,38,"Let me know
after you've
helped MAWA.","Me avisa
quando ajudar
o MAWA.",0
1279,0x082B74,03,41,"Well..Hopefully
you'll change
your mind.","Bem..Espero
que você mude
de ideia.",0
1280,0x082B9E,03,34,"It would be
horrible if
VOLF won.","Seria horrível
se VOLF
vencesse.",0
1281,0x082BC1,02,28,"Well...The
election's soon.","Bem...A eleição
é em breve.",0
1282,0x082BDE,02,30,"Maybe you'll
still have time.","Pode ser que
ainda dê tempo.",0
1283,0x082BFD,02,25,"I think the
closest MAWA","O MAWA mais
próximo",0
1284,0x082C17,02,26,"campaign worker
is by the","agente está
perto da",0
1285,0x082C32,02,33,"ESCALATOR going
to the B1 level.","ESCADA ROLANTE
que vai ao B1.",0
